city,country,housing,cost of living,startups,venture capital,travel connectivity,commute,business freedom,safety,healthcare,education,environmental quality,economy,taxation,internet access,leisure & culture,tolerance,outdoors,purchasing power index,climate index,lat,lng,iso3,population,mcmeal_combo,avg_monthly_net_salary,internet_60mbps,sun_jan,sun_feb,sun_mar,sun_apr,sun_may,sun_jun,sun_jul,sun_aug,sun_sep,sun_oct,sun_nov,sun_dec,sun_year,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,temp_year,happy_decibel_level,happy_traffic_density,happy_green_space_area,happy_air_quality_index,happy_happiness_score,happy_cost_of_living_index,happy_healthcare_index,median_speed(mbps)
Thessaloniki,Greece,9.3775,6.6000000000000005,3.250000000000001,0.0,2.2604999999999995,5.91375,6.168999999999999,7.992,7.508999999999999,3.1635,3.33825,3.3199999999999994,4.1665,2.596,7.689000000000002,7.523499999999999,4.665000000000001,47.7,88.4,40.6403,22.9356,GRC,802572.0,7.38,843.08,31.24,,,,,,,,,,,,,,"6.5
(43.7)","9.1
(48.4)","11.3
(52.3)","15.4
(59.7)","20.4
(68.7)","24.9
(76.8)","27.2
(81.0)","27.3
(81.1)","23.0
(73.4)","17.8
(64.0)","13.6
(56.5)","8.1
(46.6)","17.1
(62.8)",,,,,,,,106.06
Timisoara,Romania,,,,,,,,,,,,,,,,,,70.8,82.0,45.7597,21.23,ROU,250849.0,5.35,799.6,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,Japan,5.657000000000001,3.431,6.297000000000001,3.962999999999999,8.1515,6.0075,8.377666666666666,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.0329999999999995,4.835000000000001,9.342000000000002,7.194500000000001,6.5225,109.4,85.3,35.687,139.7495,JPN,37785000.0,5.21,2868.8,32.85,184.5,165.8,163.1,176.9,167.8,125.4,146.4,169.0,120.9,131.0,147.9,178.0,1876.7,"5.2
(41.4)","5.7
(42.3)","8.7
(47.7)","13.9
(57.0)","18.2
(64.8)","21.4
(70.5)","25.0
(77.0)","26.4
(79.5)","22.8
(73.0)","17.5
(63.5)","12.1
(53.8)","7.6
(45.7)","15.4
(59.7)",65.0,High,30.0,70.0,6.0,120.0,90.0,48.49
Toronto,Canada,4.66,5.271,9.981,7.602000000000001,4.335000000000001,4.683000000000001,8.966,7.693500000000001,8.063666666666666,7.602500000000001,7.1775,5.8405000000000005,7.2745000000000015,4.383,7.826,7.928000000000002,5.594,107.6,65.3,43.7417,-79.3733,CAN,5647656.0,9.63,3249.79,54.91,85.9,111.3,161.0,180.0,227.7,259.6,279.6,245.6,194.4,154.3,88.9,78.1,2066.4,"−3.7
(25.3)","−2.6
(27.3)","1.4
(34.5)","7.9
(46.2)","14.1
(57.4)","19.4
(66.9)","22.3
(72.1)","21.5
(70.7)","17.2
(63.0)","10.7
(51.3)","4.9
(40.8)","−0.5
(31.1)","9.4
(48.9)",60.0,Medium,55.0,40.0,7.1,95.0,85.0,138.86
Toulouse,France,7.544,4.552,3.577,2.042,5.1265,5.06775,8.088333333333333,6.967,8.831999999999999,4.442,5.079750000000001,4.2045,2.648000000000001,4.622000000000001,4.1370000000000005,7.6335,3.3040000000000003,,,43.6045,1.444,FRA,511684.0,9.48,2773.46,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunis,Tunisia,9.968,9.998,2.969,0.0,2.6080000000000005,5.614500000000001,6.621666666666667,8.291500000000001,6.2926666666666655,0.5,3.27975,3.0920000000000005,2.599,1.0725,5.742500000000001,4.727,5.365500000000001,,,36.8064,10.1817,TUN,599368.0,4.65,258.3,19.71,145.7,165.3,198.4,225.0,282.1,309.0,356.5,328.6,258.0,217.0,174.0,148.8,2808.4,"11.5
(52.7)","12.0
(53.6)","13.2
(55.8)","15.6
(60.1)","19.3
(66.7)","23.2
(73.8)","26.3
(79.3)","26.8
(80.2)","24.4
(75.9)","20.4
(68.7)","15.9
(60.6)","12.5
(54.5)","18.4
(65.1)",,,,,,,,29.46
Turin,Italy,8.069500000000001,5.612,3.250000000000001,0.0,3.1495,5.60925,6.189666666666666,6.252000000000001,8.367666666666667,4.1015,3.8855,3.3625,2.4365,2.369,7.061,5.777000000000001,5.705,85.4,85.7,45.0792,7.6761,ITA,841600.0,9.48,1621.41,29.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turku,Finland,7.534000000000002,5.07,1.8795,1.773,3.224,6.7284999999999995,9.450666666666669,9.1755,8.712666666666667,5.347499999999999,9.10475,3.921,4.8785,6.6825,5.0975,7.751499999999999,4.5375,,,60.4517,22.2669,FIN,202250.0,8.43,2669.49,20.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uppsala,Sweden,7.16,5.442,1.4285,0.0,4.7485,5.9750000000000005,9.568999999999996,7.850000000000001,8.152666666666665,5.2044999999999995,8.5815,5.694499999999999,2.7495000000000003,5.854,3.427,6.950500000000001,3.4665,,,59.8498,17.6389,SWE,174982.0,8.23,2497.29,35.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,Netherlands,5.4665,4.604,3.915,1.9290000000000005,8.0725,5.9902500000000005,8.836666666666666,8.631,8.394,5.5915,8.0955,5.053000000000001,4.954999999999999,6.676,5.373,8.5655,4.6965,,,52.0908,5.1217,NLD,359370.0,9.56,3299.56,45.04,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,Low,60.0,35.0,7.8,90.0,95.0,
Valencia,Spain,8.135500000000002,6.872,1.747,2.5829999999999997,3.4840000000000004,5.809000000000001,7.1196666666666655,7.786499999999999,8.885666666666665,4.266000000000001,5.94225,4.296,3.894000000000001,9.14,7.078000000000001,7.935,6.331500000000001,83.9,93.8,39.47,-0.3764,ESP,1595000.0,8.43,1557.61,34.19,171.0,171.0,215.0,234.0,259.0,276.0,315.0,288.0,235.0,202.0,167.0,155.0,2696.0,"11.8
(53.2)","12.5
(54.5)","14.6
(58.3)","16.2
(61.2)","19.0
(66.2)","22.9
(73.2)","25.6
(78.1)","26.1
(79.0)","23.5
(74.3)","19.7
(67.5)","15.3
(59.5)","12.6
(54.7)","18.3
(64.9)",,,,,,,,
Valletta,Malta,3.1530000000000005,0.0,3.909499999999999,2.148,1.889,0.0,5.377,8.518,8.107,2.8194999999999997,3.77575,5.5395,5.783499999999999,3.2015,5.827,7.562999999999999,4.716999999999999,,,35.8983,14.5125,MLT,480134.0,9.48,1184.8,53.86,169.0,178.0,227.0,254.0,310.0,337.0,377.0,352.0,270.0,224.0,195.0,161.0,3054.0,"12.8
(55.0)","12.8
(55.0)","13.3
(55.9)","15.6
(60.1)","18.9
(66.0)","22.8
(73.0)","26.1
(79.0)","26.7
(80.1)","23.9
(75.0)","21.1
(70.0)","17.2
(63.0)","13.9
(57.0)","18.8
(65.8)",,,,,,,,
Vancouver,Canada,4.080500000000001,5.259,8.17,5.8420000000000005,2.771,4.93675,8.966,7.5695,8.037666666666665,6.889000000000001,8.42325,5.8405000000000005,7.2745000000000015,4.550500000000001,5.7170000000000005,8.295,7.4,98.1,91.2,49.25,-123.1,CAN,2426160.0,8.89,3474.89,62.95,60.1,91.0,134.8,185.0,222.5,226.9,289.8,277.1,212.8,120.7,60.4,56.5,1937.6,"4.1
(39.4)","4.9
(40.8)","6.9
(44.4)","9.4
(48.9)","12.8
(55.0)","15.7
(60.3)","18.0
(64.4)","18.0
(64.4)","14.9
(58.8)","10.3
(50.5)","6.3
(43.3)","3.6
(38.5)","10.4
(50.7)",60.0,Medium,55.0,35.0,7.6,110.0,90.0,
Varna,Bulgaria,,,,,,,,,,,,,,,,,,62.4,85.1,43.2114,27.9111,BGR,350745.0,5.34,738.7,12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria,Canada,5.696,5.703,4.479,2.719,1.4945,5.226000000000001,8.966,7.808000000000001,7.693,5.3815,9.29475,5.8405000000000005,7.2745000000000015,6.194999999999999,4.523000000000001,8.7825,4.3555,79.5,92.5,48.4283,-123.3647,CAN,363222.0,8.89,3521.25,70.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vienna,Austria,6.314000000000001,5.111,5.798000000000001,3.6350000000000007,8.0315,6.21325,7.596,8.5965,8.198,4.854500000000001,9.27,4.663,2.666,6.173,8.521500000000001,8.963999999999999,5.294499999999999,113.1,81.8,48.2083,16.3725,AUT,2223236.0,9.48,2735.42,34.15,66.0,106.0,128.0,183.0,239.0,228.0,260.0,251.0,168.0,139.0,66.0,51.0,1884.0,"0.3
(32.5)","1.5
(34.7)","5.7
(42.3)","10.7
(51.3)","15.7
(60.3)","18.7
(65.7)","20.8
(69.4)","20.2
(68.4)","15.4
(59.7)","10.2
(50.4)","5.1
(41.2)","1.1
(34.0)","10.4
(50.7)",55.0,Low,70.0,30.0,8.2,95.0,95.0,102.96
Vilnius,Lithuania,8.621,7.576,4.223,2.8280000000000003,2.105,5.9277500000000005,7.6003333333333325,8.857,6.330666666666666,3.7,8.71775,4.691,6.592499999999999,7.9265,5.198500000000001,7.393,4.106,79.3,66.6,54.6872,25.28,LTU,581475.0,6.32,1276.18,14.55,32.0,57.0,121.0,179.0,252.0,246.0,260.0,237.0,154.0,95.0,35.0,23.0,1691.0,"−6.1
(21.0)","−4.8
(23.4)","−0.6
(30.9)","5.7
(42.3)","12.5
(54.5)","15.8
(60.4)","16.9
(62.4)","16.3
(61.3)","11.6
(52.9)","6.6
(43.9)","1.2
(34.2)","−2.9
(26.8)","6.0
(42.8)",,,,,,,,163.59
Warsaw,Poland,7.8695,8.192,6.121500000000001,1.853,3.864,5.202999999999999,5.7043333333333335,8.6995,6.881666666666666,4.668500000000001,6.388999999999999,4.7615,5.0969999999999995,6.0,7.3355000000000015,4.636000000000001,4.961,95.4,74.6,52.23,21.0111,POL,2028000.0,6.31,1286.21,13.45,44.6,66.5,139.4,210.1,272.4,288.8,295.4,280.2,193.1,122.6,50.6,33.6,1997.0,"−1.8
(28.8)","−0.6
(30.9)","2.8
(37.0)","8.7
(47.7)","14.2
(57.6)","17.0
(62.6)","19.2
(66.6)","18.3
(64.9)","13.5
(56.3)","8.5
(47.3)","3.3
(37.9)","−0.7
(30.7)","8.5
(47.3)",60.0,Medium,40.0,75.0,6.7,70.0,82.0,107.64
Wellington,New Zealand,5.134499999999999,5.161,2.4715,1.753,0.8525,6.039750000000001,10.0,8.223,8.078333333333331,4.756,9.60925,5.505500000000001,5.9315,5.1745,4.599,8.116000000000001,6.397,88.4,97.7,-41.2889,174.7772,NZL,216200.0,9.3,3549.49,53.65,240.3,205.0,194.7,153.8,126.0,102.3,111.4,137.2,163.2,191.1,210.8,222.9,2058.7,"16.9
(62.4)","17.2
(63.0)","15.8
(60.4)","13.7
(56.7)","11.7
(53.1)","9.7
(49.5)","8.9
(48.0)","9.4
(48.9)","10.8
(51.4)","12.0
(53.6)","13.5
(56.3)","15.4
(59.7)","12.9
(55.2)",50.0,Low,80.0,30.0,8.1,90.0,93.0,
Winnipeg,Canada,7.552500000000001,5.882,3.7965,0.0,1.4754999999999998,5.104500000000001,8.966,6.0155,7.755666666666667,5.344000000000001,5.67475,5.8405000000000005,7.2745000000000015,4.902500000000001,4.688,6.659000000000001,4.243,97.4,24.7,49.8844,-97.1464,CAN,758515.0,8.22,2145.63,60.69,114.7,133.9,181.9,241.4,285.3,276.3,308.3,281.4,189.0,147.4,93.9,99.5,2352.9,"−16.4
(2.5)","−13.2
(8.2)","−5.8
(21.6)","4.4
(39.9)","11.6
(52.9)","17.0
(62.6)","19.7
(67.5)","18.8
(65.8)","12.7
(54.9)","5.0
(41.0)","−4.9
(23.2)","−13.2
(8.2)","3.0
(37.4)",,,,,,,,
Wroclaw,Poland,8.452,8.434000000000001,3.5860000000000003,2.386,2.2445,4.954750000000001,5.7043333333333335,8.165500000000002,6.7813333333333325,4.161500000000001,4.96475,4.7615,5.0969999999999995,5.761500000000001,4.7495,3.9045,4.085,88.9,78.4,51.11,17.0325,POL,672929.0,5.63,1030.25,13.22,,,,,,,,,,,,,,"0.0
(32.0)","1.1
(34.0)","4.3
(39.7)","9.7
(49.5)","14.3
(57.7)","17.7
(63.9)","19.7
(67.5)","19.3
(66.7)","14.5
(58.1)","9.6
(49.3)","4.8
(40.6)","1.1
(34.0)","9.6
(49.3)",,,,,,,,
Yerevan,Armenia,9.6945,9.431,3.9265,0.0,1.7870000000000004,5.64925,6.5009999999999994,8.873000000000001,5.102,0.0,4.439500000000002,3.458,8.055000000000001,3.899999999999999,4.737000000000001,7.346500000000001,7.7765,34.0,63.4,40.1814,44.5144,ARM,1106300.0,6.32,526.47,19.41,93.0,108.0,162.0,177.0,242.0,297.0,343.0,332.0,278.0,212.0,138.0,92.0,2474.0,"−3.6
(25.5)","0.1
(32.2)","6.3
(43.3)","12.9
(55.2)","17.4
(63.3)","22.6
(72.7)","26.4
(79.5)","26.1
(79.0)","21.1
(70.0)","13.8
(56.8)","6.2
(43.2)","−0.2
(31.6)","12.4
(54.3)",60.0,Medium,40.0,85.0,5.8,50.0,68.0,27.96
Zagreb,Croatia,8.91,7.193999999999999,4.453,1.775,2.0279999999999996,4.830000000000001,5.720333333333333,8.6575,7.266,3.211,7.331500000000001,2.2365,7.993499999999999,5.0335,4.9945,7.954500000000001,4.809,83.1,82.2,45.8131,15.9772,HRV,767131.0,6.98,1140.62,25.28,59.0,96.0,140.0,175.0,234.0,244.0,281.0,256.0,187.0,131.0,66.0,45.0,1913.0,"0.3
(32.5)","2.3
(36.1)","6.4
(43.5)","10.7
(51.3)","15.8
(60.4)","18.8
(65.8)","20.6
(69.1)","20.1
(68.2)","15.9
(60.6)","10.5
(50.9)","5.0
(41.0)","1.4
(34.5)","10.7
(51.3)",65.0,Medium,40.0,75.0,6.9,65.0,80.0,154.93
Zurich,Switzerland,1.473,1.0,6.203500000000001,3.872,7.733499999999999,5.839499999999999,8.888,9.0665,7.670333333333332,7.2875,8.642999999999999,6.552,6.4285000000000005,7.2675,4.9655000000000005,8.7845,5.401,181.2,81.5,47.3744,8.5411,CHE,448664.0,16.03,6782.99,52.59,48.0,77.0,125.0,159.0,186.0,204.0,230.0,208.0,151.0,93.0,50.0,35.0,1566.0,"0.3
(32.5)","1.3
(34.3)","5.3
(41.5)","8.8
(47.8)","13.3
(55.9)","16.4
(61.5)","18.6
(65.5)","18.0
(64.4)","14.1
(57.4)","9.9
(49.8)","4.4
(39.9)","1.4
(34.5)","9.3
(48.7)",55.0,Low,80.0,40.0,8.2,130.0,104.0,114.83
Austin,United States,4.3345,5.3549999999999995,9.236,6.939000000000001,1.8515000000000004,4.3305,8.671,5.069,6.281666666666666,5.315000000000001,7.03075,6.5145,4.772,9.049,6.6979999999999995,6.7895,3.909,166.0,82.1,30.3005,-97.7522,USA,1915031.0,8.89,5494.29,65.38,163.8,169.3,205.9,205.8,227.1,285.5,317.2,297.9,233.8,215.6,168.3,153.5,2643.7,"10.8
(51.5)","12.8
(55.0)","16.5
(61.7)","20.7
(69.2)","24.8
(76.6)","27.9
(82.2)","29.4
(85.0)","29.9
(85.8)","26.7
(80.0)","21.8
(71.2)","16.1
(61.0)","11.4
(52.5)","20.7
(69.3)",,,,,,,,
Boston,United States,1.0,4.259,9.565,10.0,3.215,4.39625,8.671,7.742000000000001,6.728999999999998,8.6245,8.1705,6.5145,4.062,5.700500000000001,8.564,8.4815,5.659999999999999,128.3,71.7,42.3188,-71.0852,USA,4355184.0,10.0,5342.19,60.95,163.4,168.4,213.7,227.2,267.3,286.5,300.9,277.3,237.1,206.3,143.2,142.3,2633.6,"−1.5
(29.3)","0.0
(32.0)","3.7
(38.6)","9.1
(48.4)","14.6
(58.2)","20.0
(68.0)","23.2
(73.7)","22.4
(72.4)","18.4
(65.2)","12.4
(54.3)","7.2
(45.0)","1.7
(35.0)","10.9
(51.7)",65.0,High,40.0,50.0,7.1,110.0,92.0,
Buffalo,United States,7.0765,5.228000000000001,3.947000000000001,2.7150000000000003,1.511,2.154,8.671,7.1884999999999994,6.457333333333333,4.212,8.329249999999998,6.5145,3.9205,6.757999999999999,4.32,7.404000000000001,4.6465,,,42.9018,-78.8487,USA,949547.0,10.0,4264.26,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleston,United States,4.6370000000000005,3.567,4.92,2.011,1.399,4.62075,8.671,5.0555,6.779666666666666,3.6245,7.276,6.5145,4.062,6.093,6.595000000000001,5.771000000000001,5.0095,,,32.8168,-79.9687,USA,726389.0,8.5,4122.22,64.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte,United States,5.549,4.987,6.247999999999999,2.878,3.679,4.134,8.671,5.347499999999999,6.432333333333333,3.6245,8.009249999999998,6.5145,4.062,6.3870000000000005,5.606,6.7895,1.3115,,,35.2083,-80.8303,USA,1436613.0,10.0,5101.48,68.86,173.3,180.3,234.8,269.6,292.1,289.2,290.0,272.9,241.4,230.5,178.4,168.5,2821.0,"5.1
(41.2)","7.2
(45.0)","11.3
(52.3)","15.8
(60.5)","20.3
(68.5)","24.7
(76.4)","26.4
(79.6)","25.8
(78.4)","22.2
(71.9)","16.3
(61.3)","11.1
(51.9)","6.3
(43.4)","16.1
(60.9)",,,,,,,,
Cleveland,United States,7.155999999999999,5.595,4.961,3.646,2.077500000000001,4.42125,8.671,3.637,6.755666666666666,4.6185,7.2505,6.5145,3.9205,5.476500000000001,5.696500000000001,4.775499999999999,4.669,,,41.4764,-81.6805,USA,1679247.0,8.5,4435.33,69.44,101.0,122.3,167.0,216.0,263.6,294.6,307.2,262.2,219.0,169.5,89.8,67.8,2280.0,,,,,,,,,,,,,,,,,,,,,
Columbus,United States,6.2895,5.746000000000001,5.878500000000001,4.973000000000001,1.663,5.02675,8.671,5.2815,6.406,5.047499999999999,8.166,6.5145,3.9205,4.5535,6.465999999999999,5.9215,4.544999999999999,,,39.9862,-82.9855,USA,1578153.0,8.75,4403.89,60.74,110.6,126.3,162.0,201.8,243.4,258.1,260.9,235.9,212.0,183.1,104.2,84.3,2182.6,"−1.6
(29.2)","0.2
(32.4)","5.3
(41.5)","11.5
(52.7)","16.8
(62.2)","21.8
(71.2)","23.8
(74.9)","23.1
(73.6)","19.1
(66.4)","12.6
(54.7)","6.7
(44.0)","0.6
(33.1)","11.7
(53.0)",,,,,,,,
Dallas,United States,5.259000000000001,6.090999999999999,7.939500000000001,4.9159999999999995,4.746499999999999,4.4704999999999995,8.671,4.3389999999999995,6.086666666666666,4.284,6.693,6.5145,4.772,6.4609999999999985,7.1685,5.294,4.501999999999999,159.1,81.9,32.7935,-96.7667,USA,5843632.0,8.0,5459.79,69.3,183.5,178.3,227.7,236.0,258.4,297.8,332.4,304.5,246.2,228.1,183.8,173.0,2849.7,"7.7
(45.9)","9.9
(49.9)","14.2
(57.6)","18.6
(65.5)","23.3
(73.9)","27.4
(81.4)","29.7
(85.5)","29.8
(85.7)","25.6
(78.1)","19.8
(67.6)","13.7
(56.6)","8.4
(47.2)","19.0
(66.2)",,,,,,,,
Des Moines,United States,6.850999999999999,6.327,2.912,1.818,1.379,2.0722500000000004,8.671,6.984,6.709,3.6245,8.68225,6.5145,4.346,5.6979999999999995,6.0665,8.4765,3.299500000000001,,,41.5725,-93.6105,USA,560170.0,8.0,3232.0,68.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonville,United States,6.450000000000001,5.359,4.3475,2.545,1.5674999999999997,1.40575,8.671,3.8255,6.199,3.6245,7.12025,6.5145,4.772,6.157500000000001,5.6545000000000005,5.6785000000000005,5.013,,,30.3322,-81.6749,USA,1303156.0,9.0,4580.33,68.45,189.4,193.8,257.9,286.4,303.9,283.6,282.0,262.4,228.2,214.6,193.9,183.6,2879.7,"11.7
(53.1)","13.6
(56.4)","16.5
(61.7)","19.4
(66.9)","23.4
(74.1)","26.7
(80.0)","27.9
(82.3)","27.6
(81.7)","25.7
(78.2)","21.3
(70.4)","16.8
(62.2)","12.9
(55.2)","20.3
(68.5)",,,,,,,,
Kansas City,United States,6.7075,5.844,2.793999999999999,3.5380000000000007,1.869,1.9725000000000004,8.671,4.422500000000001,6.4496666666666655,3.6245,7.9765,6.5145,4.062,8.188500000000001,6.674500000000001,5.0205,4.161500000000001,,,39.1238,-94.5541,USA,1686807.0,10.76,2649.6,75.83,183.7,174.3,223.9,257.8,285.0,305.5,329.3,293.9,240.5,213.6,155.3,147.1,2809.9,"−1.8
(28.8)","0.8
(33.5)","6.8
(44.2)","12.7
(54.8)","18.1
(64.5)","23.1
(73.5)","25.7
(78.3)","25.0
(77.0)","20.1
(68.1)","13.5
(56.3)","6.4
(43.6)","−0.3
(31.4)","12.5
(54.5)",,,,,,,,
Las Vegas,United States,7.0009999999999994,5.7589999999999995,7.515,2.022,3.5285,4.807499999999999,8.671,2.385,5.6353333333333335,3.6245,5.556500000000001,6.5145,4.772,5.3035,6.3685,7.275,5.385,142.4,57.4,36.2333,-115.2654,USA,2256509.0,8.25,3817.48,90.3,245.2,246.7,314.6,346.1,388.1,401.7,390.9,368.5,337.1,304.4,246.0,236.0,3825.3,"8.8
(47.8)","11.1
(52.0)","15.0
(59.0)","19.1
(66.4)","24.7
(76.5)","29.9
(85.8)","33.2
(91.7)","32.1
(89.8)","27.6
(81.7)","20.4
(68.7)","13.1
(55.6)","8.2
(46.8)","20.3
(68.5)",,,,,,,,
Louisville,United States,7.258,6.358000000000001,4.254,2.293,1.473,1.954,8.671,3.6175,6.162333333333332,3.6245,6.601249999999999,6.5145,4.062,5.526999999999999,5.6935,5.778499999999999,1.3,,,38.1663,-85.6485,USA,965005.0,8.0,4226.39,60.83,140.5,148.9,188.6,221.1,263.4,288.9,293.6,272.6,234.3,208.5,135.7,118.3,2514.4,"1.1
(34.0)","3.3
(37.9)","8.3
(46.9)","13.9
(57.0)","18.9
(66.1)","23.7
(74.6)","25.7
(78.2)","25.2
(77.3)","21.1
(70.0)","14.8
(58.6)","8.7
(47.7)","2.7
(36.9)","13.9
(57.1)",,,,,,,,
Madison,United States,5.8294999999999995,6.173,4.017,2.9130000000000003,1.2295,5.473750000000001,8.671,7.362000000000001,7.006999999999999,5.385999999999999,9.524,6.5145,4.204,4.9925,4.422000000000001,7.9005,4.3759999999999994,,,43.0822,-89.393,USA,460255.0,9.0,3535.5,65.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis,United States,7.1145000000000005,5.829,4.449499999999999,0.0,1.6615000000000002,1.9175,8.671,2.8585000000000003,4.951333333333333,3.6245,4.545249999999999,6.5145,4.772,6.07,6.860499999999999,4.040500000000001,3.5694999999999997,,,35.1087,-89.9663,USA,1033394.0,8.0,4647.22,72.67,166.6,173.8,215.3,254.6,301.5,320.6,326.9,307.0,251.2,245.9,173.0,151.9,2888.3,"5.2
(41.3)","7.5
(45.5)","12.2
(54.0)","17.2
(63.0)","22.1
(71.7)","26.4
(79.6)","28.2
(82.7)","27.8
(82.1)","24.0
(75.2)","17.8
(64.1)","11.8
(53.2)","6.4
(43.6)","17.2
(63.0)",,,,,,,,
Miami,United States,3.0309999999999997,4.497,8.0225,5.055,4.1690000000000005,4.0527500000000005,8.671,4.321,6.031,4.3945,6.292,6.5145,4.772,5.824,6.7675,6.043500000000001,5.3845,105.1,85.7,25.784,-80.2101,USA,6113982.0,10.0,4195.86,62.69,219.8,216.9,277.2,293.8,301.3,288.7,308.7,288.3,262.2,260.2,220.8,216.1,3154.0,"19.9
(67.9)","21.1
(70.0)","22.4
(72.4)","24.2
(75.6)","26.5
(79.7)","28.1
(82.5)","28.8
(83.9)","28.9
(84.0)","28.2
(82.7)","26.4
(79.6)","23.7
(74.7)","21.2
(70.2)","24.9
(76.9)",,,,,,,,
Portland,United States,4.138,4.924,6.957,5.899,2.2405,4.9079999999999995,8.671,5.1805,6.317666666666667,4.2155,8.4595,6.5145,3.9205,5.968500000000001,6.2195,8.1595,6.303999999999999,140.2,89.6,45.5371,-122.65,USA,2084045.0,8.75,4599.72,72.97,85.6,116.4,191.1,221.1,276.1,290.2,331.9,298.1,235.7,151.7,79.3,63.7,2340.9,"5.2
(41.4)","6.6
(43.8)","8.9
(48.1)","11.3
(52.3)","14.6
(58.3)","17.6
(63.6)","20.7
(69.2)","20.9
(69.6)","18.1
(64.5)","12.7
(54.9)","8.1
(46.6)","4.7
(40.4)","12.4
(54.4)",,,,,,,,
Providence,United States,3.1530000000000005,0.0,3.764,1.0,3.0185,2.422,8.671,6.846,6.515,5.3015,5.900499999999999,6.5145,4.204,8.9345,3.9185000000000008,7.49,1.084,,,41.823,-71.4187,USA,1270529.0,9.75,4266.67,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond,United States,6.439500000000002,5.949,4.2705,2.097,1.38,5.648499999999999,8.671,3.3765,6.4883333333333315,3.6245,6.6217500000000005,6.5145,4.204,7.645499999999999,6.3385,7.151,1.035,,,37.5295,-77.4756,USA,1081248.0,9.5,5760.89,72.31,172.5,179.7,233.3,261.6,288.0,306.4,301.4,278.9,237.9,222.8,183.5,163.0,2829.0,,,,,,,,,,,,,,,,,,,,,
Rochester,United States,6.727,5.4879999999999995,4.3355,1.505,1.398,1.90775,8.671,5.899,6.106,4.494999999999999,5.93525,6.5145,3.9205,5.551,5.335,5.9014999999999995,4.404,,,43.168,-77.6162,USA,694707.0,9.0,4275.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake City,United States,6.141000000000001,6.172000000000001,6.3,7.09,2.736999999999999,4.573999999999999,8.671,5.657,6.246333333333332,4.2805,6.21575,6.5145,4.204,6.810500000000001,5.932,8.6225,6.641000000000002,,,40.7776,-111.9311,USA,1169033.0,8.5,4396.98,60.25,127.4,163.1,241.9,269.1,321.7,360.5,380.5,352.5,301.1,248.1,150.4,113.1,3029.4,"−1.3
(29.6)","1.3
(34.3)","6.6
(43.8)","10.4
(50.7)","15.5
(59.9)","21.1
(69.9)","26.1
(78.9)","25.1
(77.2)","19.1
(66.3)","11.8
(53.2)","4.6
(40.2)","−0.8
(30.5)","11.6
(52.9)",,,,,,,,
San Antonio,United States,6.402000000000001,6.683,5.356,3.53,1.6815000000000002,4.96475,8.671,4.2165,6.3069999999999995,4.151999999999999,6.201499999999999,6.5145,4.772,8.0745,6.6955,6.254,3.4185000000000003,133.5,80.6,29.4632,-98.5238,USA,2069843.0,,,,159.4,169.7,215.5,209.7,221.8,275.9,308.8,293.9,234.9,218.0,171.9,149.7,2629.2,"11.0
(51.8)","13.1
(55.6)","16.8
(62.2)","20.8
(69.5)","25.0
(77.0)","28.1
(82.5)","29.3
(84.7)","29.7
(85.4)","26.6
(79.8)","21.8
(71.3)","16.2
(61.2)","11.6
(52.9)","20.8
(69.5)",,,,,,,,
San Diego,United States,2.9335,5.156000000000001,8.3505,8.595,2.6220000000000003,4.40975,8.671,6.933,6.519666666666666,5.4575,7.26725,6.5145,4.488,5.999,8.21,8.5395,6.396000000000002,142.3,97.1,32.8313,-117.1222,USA,3057778.0,10.0,5924.47,74.15,239.3,227.4,261.0,276.2,250.5,242.4,304.7,295.0,253.3,243.4,230.1,231.3,3054.6,"14.2
(57.6)","14.7
(58.4)","15.5
(59.9)","16.8
(62.3)","18.1
(64.5)","19.4
(67.0)","21.4
(70.5)","22.2
(72.0)","21.7
(71.0)","19.6
(67.2)","16.6
(61.8)","13.9
(57.1)","17.8
(64.1)",,,,,,,,
